tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;FINALIZADA;2018-06-20;10:30:00;BOA VIAGEM;AV PRESIDENTE DUTRA;;DESCIDA DO VIADUTO TANCREDO NEVES;COLISÃO;4 VÍTIMAS;1;;;;;2;;;;4;
COLISÃO;FINALIZADA;2018-06-20;10:32:00;ILHA DO RETIRO;AV BEIRA RIO;;EM FRENTE AO CLUBE DE REMO DO SPORT;COLISÃO;SEM VITIMAS;3;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-20;10:56:00;IPSEP;RUA JEAN EMILE FAVRE;;EM FRENTE A FACULDADE BOA VIAGEM,PRAÇA DA MAURICEA;COLISÃO;COM  SEM VITIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;11:03:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SENT SUB / PE DO VIADUTO;COLISÃO;CAMINHAO E AUTO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-20;12:08:00;ENCRUZILHADA;AV NORTE;1795;EM FRENTE A CARLOS EQUIPADORA/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;12:10:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2052;ENTRE O BANCO SANTANDER E A CAIXA ECONOMICA;COLISÃO;COLISAO   ENTRE TRES AUTO E UMA MOTO S/V;3;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;12:20:00;AREIAS;AV RECIFE;;E/F A PIZZARIA ATLANTICO S/T CID SUB NO SEMAFORO 617;COLISÃO;COLISAO  ENTRE QUATRO AUTOS E DOIS CAMINHOES;4;;;;;;2;;;1;
COLISÃO;FINALIZADA;2018-06-20;12:38:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1472;EM FRENTE A LOJA ENCRUZILHADA PNEUS/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-06-20;13:18:00;ZUMBI;RUA FREI TEOFILO DE VIRGOLETTA;196;CRUZAMENTO COM A AV. CAXANGA;COLISÃO;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;13:18:00;SANTO AMARO;RUA FREI CASSIMIRO;161;PROX AO SINPOL CIVIS PE;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;13:26:00;PINA;AV ANTONIO DE GOES;;E/F A CENTRAL DAS RODAS;COLISÃO;COLISAO ENTRE ONIBUS E AUTO S/V;;1;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-20;14:41:00;SÃO JOSÉ;AV DANTAS BARRETO;1063;AO LADO DOS CAMELODROMO;COLISÃO;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;15:05:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE A TUPAN/ SENTIDO AFOGADOS;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;;;1;0;
COLISÃO;FINALIZADA;2018-06-20;15:05:00;VÁRZEA;RUA DONA MARIA LACERDA;123;EM FRENTE AO 12º BPMPE;COLISÃO;COLISÃO SEM VÍTIMA, ENVOLVENDO 2 VIATURAS DA GMCR;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;15:33:00;ILHA JOANA BEZERRA;PTE JOSE DE BARROS LIMA;;EM CIMA DO VIADUTO/ SENTIDO OLINDA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-20;15:50:00;IPSEP;RUA ITAJAI;408;EM FRENTE AO EDIFICIO MAURICEIA;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-20;16:30:00;GRAÇAS;RUA JOAQUIM NABUCO;;EM FRENTE AO HEMOPE E HOSPITAL SANTA JOANA;COLISÃO;COLISAO ENVOLVENDO DOIS ONIBUS SEM VITIMA;;;;;;2;;;;0;
COLISÃO;CANCELADA;2018-06-20;17:13:00;IBURA;AV DOIS RIOS;;NA SAIDA DO IBURA, PROX. AO POSTO POLICIAL DESATIVADO;COLISÃO;AUTO E CAMINHAO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-21;4:58:00;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;CRUZAMENTO COM RUA TENENTE DOMINGOS DE BRITO // EM FRENTE AO POSTO SETTA  // SEMÁFORO 330;COLISÃO;COLISÃO ENTRE DOIS AUTOS, S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;7:36:00;AFOGADOS;EST DO BONGI;;AO LADO DO POSTO BR, SEMAFORO 394, ENTRADA DO BONGI;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;7:57:00;BOA VISTA;RUA DAS FRONTEIRAS;;AO LADO OD SEGUNDOI OFÍCIO DE REGISTRO DE IMÓVEIS;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;8:12:00;ESTÂNCIA;AV DR JOSE RUFINO;58;AO LADO DA ANTIGA FABRICA YOLANDA;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;8:27:00;ILHA DO LEITE;RUA JOSE DE ALENCAR;755;EM FRENTE A UNIMED TRES;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;9:14:00;CAXANGÁ;AV CAXANGA;;EM FRENTE A UPA/ CRUZAMENTO COM A ENTRADA DO PADRE CICERO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;9:16:00;PINA;AV BEIRA RIO;;EM FRENTE AO TUNEL CHICO SCIENCE, SEMAFORO 659;COLISÃO;DOIS AUTOS SV;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;9:42:00;AFOGADOS;RUA ASTORGA;;RUA PAULO DE BARROS COM UM CRUZAMENTO DA RUA ASTOGA/NA ESQUINA DO RESTAURANTE O MINEIRO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;9:43:00;BEBERIBE;PRC DA CONVENCAO;;EM FRENTE A PRAÇA DA CONVENÇÃO;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
TOMBAMENTO;FINALIZADA;2018-06-21;10:04:00;MACAXEIRA;AV NORTE;;ROTATORIA DA MACAXEIRA;TOMBAMENTO;MOTO DERRAPU EM VIRTUDE DE ÓLEO NA VIA (LEANDRO I.C 386.975-0);;1;;;;;;;;2;
COLISÃO;CANCELADA;2018-06-21;10:34:00;ESPINHEIRO;AV CONS ROSA E SILVA;;EM FRENTE AO HSE( INORMACAO DO ORIENTADOR DE TRANSITO);COLISÃO;MOTO COM AUTOSS/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;11:23:00;IBURA;AV DOIS RIOS;;SEMÁFORO 561 E/F A OTICA ESPERANÇA;COLISÃO;SEM VÍTIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;12:01:00;NOVA DESCOBERTA;RUA CORREGO DA AREIA;2143;EM FRENTE AO MERCADO CAMPEAO;COLISÃO;DOIS AUTOS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-21;11:42:00;MADALENA;AV JOSE GONCALVES DE MEDEIROS;;AO POLICLINICA LESSA DE ANDRADE, SEMAFORO 353;COLISÃO;AUTO E ONIBUS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-21;12:42:00;ENCRUZILHADA;RUA AMARO COUTINHO;315;POR TRAS DO MERCADO DA ENCRUZNHADA;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;15:12:00;ILHA DO RETIRO;AV JOSE GONCALVES DE MEDEIROS;149;PROX AO CLUBE DO SPORT E A FARMACIA PAGUE MENOS  S/T ESTRADA DOS REMEDIOS;COLISÃO;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;15:12:00;AFOGADOS;RUA VINTE E UM DE ABRIL;;PRÓXIMO AO MERCADO PÚBLICO;COLISÃO;COLISÃO ENTRE AUTO E MOTO COM 1 VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-21;15:52:00;SÃO JOSÉ;AV SUL;;PRAÇA SERGIO LORETO- POSTO BR;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-21;15:55:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;EM FRENTE A PRACINHA, SEMAFORO 318;COLISÃO;AUTO E ONIBUS DA BORBOREMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-21;16:00:00;BOA VISTA;RUA DO SOSSEGO;264;EM FRENTE A FEDERAÇAO DO COMERCIO;COLISÃO;TRES MOTOS E TRES AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;16:22:00;TEJIPIÓ;AV DR JOSE RUFINO;;EM FRENTE AO 4 BCOM;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-21;16:42:00;IMBIRIBEIRA;AV GENERAL MAC ARTHUR;277;EM FRENTE A IGREJA SARA NOSSA TERRA;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;17:00:00;CORDEIRO;RUA ODETE MONTEIRO;36;PROX. AO POSTO PETROCAL;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-06-21;17:43:00;ESPINHEIRO;RUA QUARENTA E OITO;447;E/F THORPE´S BRIGADERIA;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;17:53:00;IPUTINGA;AV CAXANGA;3124;APOS O EXTRA E/F  MOVIDA AUTOS S/T CAMARAGIBE;COLISÃO;COLISAO ENTRE AUTO E MOTO COM UMA VITIMA;1;1;;;;;;;;1;
ATROPELAMENTO;FINALIZADA;2018-06-21;18:58:00;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;5;ANTES DO SESC DE CASA AMARELA, NA RUA DO CAMPO DE ANTÔNIO LUIZ NETO;ATROPELAMENTO;ENTRE CICLISTA E AUTO. C/V;1;;;;1;;;;;0;1
COLISÃO;FINALIZADA;2018-06-21;19:15:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;PRÓX AO VIADUTO, SNT OLINDA;COLISÃO;ENTRE ÔNIBUS E AUTO. S/V;1;;;;;1;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-06-21;19:18:00;IMBIRIBEIRA;RUA JAMAICA;198;E/F A IGREJA PRESBITERIANA DO BRASIL;ENGAVETAMENTO;ENTRE 3 AUTOS. S/V;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;19:26:00;ÁGUA FRIA;AV BEBERIBE;;PRÓX AO MERCADO DE  ÁGUA FRIA / E/F AO POSTO BR E GRANJA SELECTA, SNT SUB;COLISÃO;ENTRE AUTO E CAMINHÃO. S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-21;19:36:00;ILHA DO LEITE;RUA GENERAL JOAQUIM INACIO;;E/F AO RESTAURANTE SKILLUS //  SEMÁFORO 653;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;20:05:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SEMÁFORO 417 / PRÓX AO RESTAURANTE SPETTUS;COLISÃO;ENTRE ÔNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-21;20:32:00;ARRUDA;AV BEBERIBE;1227;ENF AO CAMPO DO ARRUDA;COLISÃO;FIAT/UNO X MOTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;20:59:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;138;ENF AO FACE IMAGEM VIA PRINCIPAL SENTIDO BOA VIAGEM;COLISÃO;ONIX PRATA X RENO SANDERO BRANCO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;21:21:00;ARRUDA;AV BEBERIBE;1021;POSTO BR ENF A CENTRAL DE ATENDIMENTO AO CIDADDAO;COLISÃO;ONIX X CAMINHONETA HR;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;21:27:00;BOA VIAGEM;RUA DEZ DE JULHO;;COM  A RUA 20 DE JANEIRO;COLISÃO;COLISÃO ONIBUS E AUTO COM VITIMA;1;;;;;1;;;;1;
COLISÃO;FINALIZADA;2018-06-21;21:44:00;CASA AMARELA;EST DO ARRAIAL;3851;E/F AO BANCO BRADESCO E NAS PROXIMIDADES DO BANCO SANTANDER;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-21;23:33:00;PINA;AV HERCULANO BANDEIRA;;CRUZAMENTO COM A RUA ARQUITETO AUGUSTO REINADO PROX AO ATACADO DOS PRESENTES;COLISÃO;GOL X ONIBUS BORBOREMA;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-06-21;23:38:00;GRAÇAS;RUA AMELIA;896;CRUZANDO A AV RUI BARBOSA / DE ESQUINA COM O POSTO SHELL E BR  / PROXIMIDADES DA TOP CENTER GRAÇAS;COLISÃO;ENTRE AUTO E MOTO. S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;6:17:00;TORRE;RUA REAL DA TORRE;;CRUZ  COM A RUA MANOEL  BERNARDES EM FRENTE  AO  POPSTO DE GASOLINA  TORRE;COLISÃO;COLISÃO SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;7:53:00;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;114;PERTO DAS TRÊS TORRES DA AV. LIBERDADE;COLISÃO;;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;10:02:00;AFOGADOS;AV SUL;;SENTIDO  CIDADE  EM BAIXO  DO SEMAFORO  073;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-22;9:27:00;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;;EM  FRENTE A  FEIRA  DA RODINHA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;12:28:00;IBURA;AV DOIS RIOS;1289;PROX. A POLICLINICA, EM FRENTE A IGREJA PAZ E VIDA;COLISÃO;MOTO E AUTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-22;12:20:00;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;C/ R. DOM JOSÉ LOPES;COLISÃO;COLISÃO SEM VÍTIMA;;;;;;;;;;0;
ATROPELAMENTO;FINALIZADA;2018-06-22;13:14:00;CAXANGÁ;RUA MARECHAL MANOEL LUIS OSORIO;85;EM FRENTE AO  EDF. RIO PUROS, E AO HAPIVIDA;ATROPELAMENTO;AUTO E PEDESTRE;1;;;;1;;;;;1;
COLISÃO;FINALIZADA;2018-06-22;13:36:00;SANTO AMARO;RUA CAPITAO LIMA;;CRUZAMENTO DA CAPITAO LIMA /COM A RUA DA FUNDICAO/PROXIMO DA TV JORNAL;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-06-22;13:52:00;CABANGA;AV SUL;;NA ENTRADA DO CABANGA, SENTIDO CID/SUB. ÁPOS O SEMÁFORO 260, PRÓXIMO A PARADA DE ÔNIBUS  180009;COLISÃO COM CICLISTA;ONIBUS DA METROPOLITANA E CICLISTA;;;;2;;1;;;;2;
COLISÃO;FINALIZADA;2018-06-22;13:54:00;CASA AMARELA;RUA CONS PERETTI;130;POR TRAS DA LOJA TROPICAL;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;14:00:00;IBURA;AV RECIFE;2801;APOS O POSTO DE GASOLINA FEDERAL, EM FRENTE A MERCANTIL BATERIAS;COLISÃO;MOTO E DOIS AUTOS;2;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-22;14:21:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;HENRIQUE DIAS E/F AO BRADESCO PRIME;COLISÃO;HONDA CG 150 OYM0450 X UNO WAY PFN9642;;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-22;14:47:00;BOA VIAGEM;AV MARECHAL MASCARENHAS DE MORAES;;ANTES DO VIADUTO TANCREDO NEVES/SENTIDO  BOA VIAGEM;COLISÃO;AUTO E ONIBUS S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-22;15:08:00;IMBIRIBEIRA;AV ENGENHEIRO ALVES DE SOUZA;759;EM FRENTE A BOTICARIO;COLISÃO;AUTO E ONIBUS S/V;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-06-22;15:34:00;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;DEFRONTE A UPA;COLISÃO;COLISAO COM VITIMA ENTRE AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-06-22;16:02:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO FACE IMAGEM, SENT. BOA VIAGEM;COLISÃO;DOIS ONIBUS;;;;;;2;;;;0;
COLISÃO;FINALIZADA;2018-06-22;17:38:00;CAJUEIRO;RUA CORONEL URBANO RIBEIRO DE SENA;;CRUZANDO A R DOS PEXINHOS / PRÓX A ACADEMIA DA CIDADE;COLISÃO;ENTRE MICRO ÔNIBUS E AUTO PASSEIO. S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-22;17:57:00;VASCO DA GAMA;AV NORTE;;E/F A CAIXA ECONÔMICA E PRÓX AO POSTO BR E MATERNIDADE BARROS LIMA;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-22;18:29:00;IBURA;AV DOIS RIOS;;E/F A POLICLINICA DO IBURA, SNT BR 101;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-22;18:44:00;CASA FORTE;RUA DA HARMONIA;;EM FRENTE DA MERCEARIA DO SEU ARTHU/AO LADO DA CASA DE FESTA PLANETA A;COLISÃO;AUTO E MOTO C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-23;1:49:00;VASCO DA GAMA;AV NORTE;;CRUZAMENTO COM RUA PADRE LEMOS, SEMAFORO 066;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;7:45:00;BOA VIAGEM;RUA FAUSTINO PORTO;151;COM FRANCISCO DA CUNHA, DE ESQUINA COM A ESCOLA BEM ME QUER;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;9:51:00;TEJIPIÓ;RUA FALCAO DE LACERDA;467;EM FRENTE A ASSEMBLEIA DE DEUS;COLISÃO;TAXI E AUTO PASSEIO;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-23;10:42:00;SÃO JOSÉ;RUA IMPERIAL;961;EM FRENTE AO HOTEL CRISTAL;COLISÃO;TAXI E AUTO PASSEIO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;10:45:00;JORDÃO;AV MARIA IRENE;277;PROX  A   BASE  AREA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;11:00:00;TORRÕES;AV BICENTENARIO DA REVOLUCAO FRANCESA;;EM FRENTE AO TERMINAL DE ONIBUS DE RODA DE FOGO;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-23;13:02:00;CAXANGÁ;AV CAXANGA;;EM FRNTE AO BANCO BRADESCO /COM O MUSEU DA ABOLICAO;COLISÃO;AUTO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-23;13:29:00;ROSARINHO;AV NORTE;33;EM FRENTE AO POSTO SHELL;COLISÃO;COLISÃO COM VITIMA;;;;;;;;;;1;
ENGAVETAMENTO;FINALIZADA;2018-06-23;14:23:00;CASA AMARELA;AV NORTE;;EM FRENTE AO CONSELHO TUTELAR/ SENTIDO MACAXEIRA;ENGAVETAMENTO;COLISÃO SEM VÍTIMA;4;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;15:09:00;PARNAMIRIM;AV PARNAMIRIM;22;ANTES DO HOSPITAL MARIA LUCINDA/EM FRENTE DO POSTO SHEEL;COLISÃO;DOIS AUTOS E DUAS MOTOS;2;2;;;;;;;;0;
COLISÃO;CANCELADA;2018-06-23;18:25:00;CAMPO GRANDE;RUA BENJAMIN CONSTANT;;EM FRENTE AO CENTRO DE  CONVENCOES/NA RUA DA CALANGA( EMPRESA);COLISÃO;AUTO E CAMIHAO;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-06-23;18:35:00;CORDEIRO;AV GENERAL SAN MARTIN;478;EM FRENTE AO CHEUS CONSTRUÇÕES//EM FRENTE A  SORVETERIA MUG;COLISÃO;COLISÃO ENTRE AUTO E MOTO C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-23;18:58:00;JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;EM CIMA DO VIADUTO CAPITAO TEMUDO SENTIDO BOA VIAGEM;COLISÃO;TRES AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;19:51:00;AFOGADOS;AV DR JOSE RUFINO;;PROX EMPRESA DE ONIBUS ASTRO TUR E COLEGIO VISAO;COLISÃO;TRES AUTOS S/V;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;20:30:00;AFLITOS;RUA TELES JUNIOR;;PROX DA FÁRMACIA EXTRA, PROX DO EMPORIO BAIANO;COLISÃO;COLISÃO ENTRE AUTO E CAMINHÃO S/C;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-23;21:07:00;PARNAMIRIM;EST DO ENCANAMENTO;;CRUZAMENTO COM A AV DEZESSETE DE AGOSTO;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-23;21:44:00;CORDEIRO;RUA GOMES TABORDA;376;EM FRENTE AO APPLE MOTEL, PROX DA MADEREIRA SÃO JUDAS TADEU, SGT MATRICULA 9854946 DESPACHANTE DO CIODS 12º BPM;COLISÃO;SARG INFORMA QUE OS PROPRIETARIOS SE EVADIRAM DO LOCAL,DEIXANDO OS AUTOS NA VIA COM CHAVE NA INGUINICAO LOCAL RUA DA LAMA;X;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-24;0:45:00;CORDEIRO;RUA RIO CAPIBARIBE;;CRUZAMENTO  COM A AVENIDA INACIO MONTEIRO;COLISÃO;COLISÃO ENTRE UM AUTO E CAMINHÃO S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-06-24;1:04:00;CASA AMARELA;RUA DA ESTRELA;233;PROX DA BARRACA DOS BUGRES, EM FRENTE AO SALÃO JULIANNE ART OF HAIR;COLISÃO;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
CHOQUE;FINALIZADA;2018-06-24;6:21:00;CORDEIRO;AV CAXANGA;4500;COM A GENERAL POLIDORO, EM FRENTE AO POSTO DE GASOLINA SHELL;CHOQUE;VEICULO CHOCOU-SE COM POSTE;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-24;6:51:00;MORRO DA CONCEIÇÃO;AV NORTE;;NA DESCIDA  DO MORRO  DA CONCEIÇÃO  EM BAIXO  DO SEMAFORO  312;COLISÃO;COLISÃO  SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-24;7:32:00;APIPUCOS;RUA DOIS IRMAOS;;EM FRENTE A FACULDADE MARISTA E O 11º BPM;COLISÃO;COLISÃO SEM VÍTIMA ENTRE UM AUTO E MOTO;1;1;;;;;;;;1;
CHOQUE;FINALIZADA;2018-06-24;8:16:00;MANGUEIRA;RUA DR JOAO ELISIO;241;RESIDENCIA  EM FRENTE A IGREJA  PENTECOSTAL    CASA  DE ORAÇÃO E AO  BAR  DO FRANÇA;CHOQUE;CONDUTOR  BATEU  CONTRA   POSTE  VITIMAS A ESPERA  DO SAMU;;1;;;;;;;;2;
COLISÃO;FINALIZADA;2018-06-24;10:02:00;BOA VISTA;RUA TREZE DE MAIO;;CRUZ  COM  A  DO HOSPICIO  EM FRENTE  AO HOSPITAL  GERAL  DO RECIFE;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-24;11:25:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;PRÓXIMO À DELEGACIA DE POLICIA E O MUNDO DO CABELEREIRO;COLISÃO;COM VITIMA;2;;;;;;;;;2;
COLISÃO;FINALIZADA;2018-06-24;14:05:00;JARDIM SÃO PAULO;AV LIBERDADE;428;EM FRENTE AO CENTRO DESPORTIVO E FISIOTERAPEUTICO;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-06-24;14:20:00;BOA VIAGEM;AV HERCULANO BANDEIRA;;INICIO DA DOMINGOS FERREIRA;COLISÃO;COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-24;14:21:00;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;500;PROXIMO AO CAPS;COLISÃO;COLISÃO COM VÍTIMA;;1;;;;1;;;;1;
COLISÃO;FINALIZADA;2018-06-24;15:38:00;IPUTINGA;EST DO BARBALHO;;EM FRENTE A CONAB. PRÓXIMO AO DETRAN/PE;COLISÃO;COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-06-24;15:59:00;AFOGADOS;RUA COSME VIANA;;PRÓXIMO A TUPAN;COLISÃO;;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-24;17:18:00;CASA AMARELA;EST DO ARRAIAL;;PROX. AO HOSPITAL AGAMENON MAGALHAES;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-06-24;20:33:00;ENCRUZILHADA;AV NORTE;X;SEMAFORO 043/EM FRENTE AO BANCO SANTANDER;COLISÃO;AUTO ONIBUS;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-06-25;0:44:00;SAN MARTIN;AV GENERAL SAN MARTIN;;EM FRENTE A FACULDADE ESTÁCIO // CRUZAMENTO COM AV ENG. ABDIAS DE CARVALHO;COLISÃO;COLISÃO ENTRE MOTO E AUTO, COM VÍTIMA;1;1;;;;;;;;1;
